row	weekday	weather	time	consumer_satisfaction	pedestrian_level	accidents_per_10K
446	Fr	sunny	evening rush	52.25170669299136	9	1.9175961555373573
447	Fr	sunny	evening rush	66.81429849699094	9	9.629729697740965
448	M	snowy	evening rush	31.096983237417	9	6.190958222139449
449	Sa	sunny	evening rush	62.08584814560567	3	0.5595511204402808
450	Sa	snowy	evening rush	63.90325653388375	3	4.328322560497137
451	Su	sunny	overnight	42.41055712573545	2	0
452	Th	snowy	midday	52.15494953931179	3	5.82868746562668
453	M	sunny	evening rush	46.144960964450135	6	2.3965568399843256
454	W	sunny	evening rush	65.70894956464065	3	5.1390847544327
455	Tu	sunny	morning rush	42.24423339810856	3	0
456	M	snowy	overnight	31.16737001092457	8	5.780013375124254
457	Tu	snowy	evening rush	50.34624143863665	2	1.7548959798634183
458	W	sunny	midday	48.65138424546783	4	4.445249554133295
459	Tu	sunny	overnight	32.094925540441636	4	5.293466489124807
460	Su	rainy	morning rush	29.6956778220197	0	0.3924553427533737
461	Su	rainy	morning rush	37.26863021448315	3	1.0894320865036808
462	Tu	sunny	morning rush	36.961522786856136	7	2.2862471008443337
463	Th	sunny	overnight	44.433691175772026	7	4.504589603935951
464	Sa	sunny	evening rush	37.7287076896125	6	3.944004203045365
465	Fr	sunny	morning rush	57.88702628434302	9	3.143122017408562
466	Sa	snowy	midday	33.516625569738764	6	5.0017189743185435
467	Th	snowy	overnight	65.2219221253009	5	6.750058346260859
468	W	sunny	overnight	33.078050089845455	6	4.143894309989747
469	M	sunny	overnight	41.54855133702943	4	5.225150075983986
470	Tu	rainy	evening rush	43.9105094560731	2	0.7635011369845732
471	Su	sunny	evening rush	70.85074797193748	3	0
472	Tu	snowy	overnight	39.0806263379262	3	7.790121202716782
473	W	rainy	morning rush	57.76571292625949	1	2.5501767548280574
474	Th	sunny	midday	68.23288263478034	4	0
475	W	snowy	midday	32.12438823753379	8	1.9824006717566767
476	Fr	rainy	midday	54.746040988927206	6	6.347771474303489
477	W	snowy	evening rush	57.40923520626203	9	5.148652320599364
478	Fr	sunny	morning rush	48.8711593764056	3	2.4598536022568176
479	M	sunny	evening rush	55.84328653995428	5	7.861803564738683
480	Fr	sunny	overnight	39.53956247680955	5	5.935745243002242
481	Th	sunny	morning rush	43.287317021860545	6	4.771242035173234
482	Th	sunny	morning rush	59.77604485980222	4	3.7299054535262157
483	Su	sunny	midday	51.68745386032862	3	0
484	Su	sunny	morning rush	40.24639015476754	8	0
485	Su	sunny	morning rush	66.4025663952749	5	4.428844903978794
486	Sa	sunny	overnight	35.300240179832436	6	5.942428845437163
487	Tu	sunny	overnight	66.62733661409663	5	1.603165040764671
488	Sa	snowy	morning rush	43.49065310881755	3	1.4645848206346628
489	Fr	sunny	evening rush	56.77288165503941	4	4.951330884534409
490	Fr	sunny	morning rush	42.10989160996249	6	0.9758085579655305
491	M	rainy	morning rush	68.24412697467059	5	7.074161120269794
492	M	snowy	midday	22.51404902437906	3	3.9923923872292093
493	W	snowy	evening rush	48.06775846343879	6	2.6791138735170263
494	Th	snowy	morning rush	45.61623753660096	5	2.1324284101408812
495	Sa	snowy	evening rush	58.38030188776153	5	3.057723551533402
496	Fr	sunny	evening rush	42.729604554829265	6	3.8041139242169306
497	Sa	snowy	evening rush	39.90095273333783	6	5.891749594144717
498	Fr	sunny	morning rush	72.44771682756529	8	5.05353340661301
499	Tu	snowy	evening rush	39.427934424932644	3	5.367046990235837
500	Tu	sunny	evening rush	26.55431944128672	1	3.4353681913726364
501	Th	sunny	midday	65.37081754651122	9	0
502	M	sunny	evening rush	29.318400083963226	6	0.8404384060876016
503	W	sunny	evening rush	50.82800464106414	5	0.9017801947882091
504	Th	snowy	midday	33.965819933097244	9	0
505	M	snowy	midday	69.5907252779782	2	6.950360493497853
506	Sa	sunny	evening rush	54.31373057863751	4	2.030162738839992
507	Fr	sunny	overnight	43.85894412571837	4	5.286829751494267
508	Tu	sunny	midday	62.610397392922664	5	4.975119912241863
509	W	snowy	midday	78.58045363484541	4	7.961550937392699
510	W	snowy	overnight	55.09994838322228	8	5.323522117853555
511	Th	sunny	overnight	57.04484254816402	10	5.109619108068192
512	Su	sunny	midday	28.76142148088684	1	4.234039707685646
513	Tu	sunny	evening rush	57.11205333676582	2	4.540481706090434
514	M	sunny	midday	44.315484224722894	6	2.3461786598889143
515	Fr	sunny	evening rush	39.747506851234604	5	5.071449063570054
516	Tu	sunny	morning rush	39.525631218332784	3	3.6350412753696855
517	Sa	sunny	midday	24.898110617440356	8	0
518	Fr	rainy	midday	45.20897559714715	5	4.641674331771194
519	Fr	snowy	morning rush	48.38828436625335	7	4.767023002990009
520	M	sunny	morning rush	31.318027456236702	5	4.439502944560268
521	M	sunny	morning rush	56.618077213943316	9	7.336414832114771
522	Th	sunny	evening rush	55.00541650248748	4	1.0706847731640898
523	Th	snowy	evening rush	51.350234378853195	8	5.139643244420318
524	Th	snowy	morning rush	61.816607644749	7	3.274362384478021
525	W	sunny	morning rush	50.26427893754384	5	4.6698338627313865
526	Sa	sunny	morning rush	54.614577686656936	6	2.845797183382183
527	Fr	rainy	overnight	61.25136259806608	5	9.720360202094025
528	Th	snowy	midday	54.53279266754748	6	2.512571264927903
529	Tu	sunny	overnight	58.203109154115495	6	5.920019878017792
530	Tu	sunny	midday	26.236445686743675	6	0
531	M	sunny	midday	48.6498581269515	4	3.5102730041490386
532	Sa	sunny	evening rush	43.96205087765502	2	2.4140853426718674
533	M	snowy	morning rush	46.98387836599571	3	3.7557685173622084
534	M	sunny	overnight	45.40714171364212	2	6.336278081711619
535	Th	sunny	overnight	61.10339187999753	5	0.3855129681346994
536	Tu	rainy	midday	59.28777867349957	4	6.176293934663487
537	Su	sunny	overnight	51.95207204147051	6	4.899407769906169
538	Tu	rainy	evening rush	48.199839552328704	6	4.584511888319572
539	Su	sunny	overnight	78.06202424894869	4	1.1765794103835225
540	M	snowy	overnight	64.62135907810357	7	8.676223421755816
541	W	snowy	overnight	70.58843220905356	6	4.680188534861412
542	W	sunny	overnight	54.90951182245441	2	2.1187597680102015
543	M	rainy	evening rush	41.915264656471315	5	4.823469773981172
544	Su	sunny	midday	47.326660113897745	6	0
545	Fr	snowy	overnight	67.91433536989662	4	7.32892163340798
546	Sa	rainy	midday	49.45633814627598	6	1.816717199033296
547	Sa	snowy	overnight	34.66564771490493	4	5.743222656783915
548	W	snowy	overnight	70.5602101167236	4	5.973517140517018
549	Th	rainy	overnight	59.83665571905167	5	2.0579765625597113
550	W	sunny	morning rush	36.41121990230529	5	0.14611871325861436
551	Sa	sunny	evening rush	42.70701555189774	8	3.8997597401858135
552	W	sunny	morning rush	62.845823427218846	5	1.987855147466049
553	Sa	sunny	morning rush	46.61220719443235	4	4.247725865345863
554	Th	rainy	evening rush	53.72153441541212	4	3.56240098928617
555	Sa	snowy	morning rush	44.30920995297005	5	3.7877684720363796
556	M	sunny	evening rush	57.42616587736033	3	7.334775957334014
557	Tu	snowy	midday	77.32046806846446	8	4.209596539863708
558	Sa	sunny	evening rush	63.34715388931905	3	3.3803229414084592
559	Su	rainy	overnight	57.06563732970956	7	3.9363413052265734
560	Th	sunny	morning rush	48.65354554160201	2	0
561	Tu	snowy	evening rush	68.29512998778262	3	5.415165342451898
562	Fr	rainy	overnight	48.80958431549758	9	5.408503439774833
563	Sa	sunny	morning rush	41.51437805646817	7	2.420491138635499
564	M	snowy	overnight	49.10292072283492	6	6.3947266149083735
565	Th	snowy	overnight	50.32467066780518	4	7.142687210942512
566	Tu	sunny	overnight	46.721920737089114	6	4.147943818743665
567	W	sunny	midday	75.44709983797762	7	5.393008878575248
568	W	sunny	evening rush	43.00120786139671	4	5.150893455337486
569	Su	rainy	midday	30.494969598449668	7	1.5818062402832611
570	W	sunny	overnight	48.336527543826485	5	2.5408127355046233
571	Fr	sunny	overnight	39.81007131710507	7	2.7040507436643053
572	M	sunny	overnight	56.903966327027405	4	5.240150825519155
573	Su	snowy	evening rush	28.87523666057244	5	3.782099188314174
574	Sa	sunny	morning rush	73.95842667658907	4	1.950285820105403
575	M	sunny	overnight	55.858270279747835	7	4.310274349691948
576	Su	snowy	morning rush	61.46337955073054	4	1.4114036143454451
577	Fr	snowy	morning rush	22.11138395249117	6	9.115582759875064
578	Su	rainy	morning rush	18.282702123359243	5	1.022908127882646
579	W	rainy	midday	37.10506483957098	4	0
580	W	snowy	morning rush	44.81626949745195	6	7.113741883237607
581	Tu	rainy	midday	41.36322516744892	4	2.066529248306553
582	Tu	rainy	evening rush	50.08537927689501	2	4.31844174147712
583	Su	sunny	morning rush	73.80002618822652	6	3.888823912133432
584	W	snowy	morning rush	61.06305288256411	6	4.948450028105787
585	Th	rainy	overnight	43.07868057197811	9	4.096731594387321
586	Th	rainy	midday	49.55451627292749	5	4.134146528144238
587	Fr	sunny	evening rush	70.39443366380274	4	4.542851392514916
588	M	sunny	evening rush	31.439680186796874	7	7.039669878655151
589	Fr	snowy	midday	72.31029197529593	5	6.051227811321775
590	Tu	sunny	morning rush	39.35115103535912	7	0.8032604471910387
591	Tu	snowy	midday	51.50592642703753	6	1.7926672778268204
592	Tu	rainy	evening rush	32.55856354594654	3	4.621666821194636
593	Th	snowy	morning rush	70.48387136062298	6	4.342785013533177
594	Fr	sunny	midday	20.540330650727356	4	2.403590714225722
595	M	sunny	evening rush	49.515751118138596	7	3.416775256560583
596	Fr	sunny	morning rush	38.11294921878324	3	5.632354042669476
597	M	snowy	evening rush	54.40487643109059	7	9.326217702239386
598	Sa	snowy	midday	65.62042926684344	7	2.883831869310251
599	W	sunny	morning rush	52.65921683563074	3	1.2616047290618684
600	Fr	sunny	midday	61.72538420678143	9	4.951450536355275
601	W	sunny	midday	72.3884416366169	8	1.3602734422852112
602	Fr	sunny	overnight	67.19744587764899	4	6.446621827421306
603	Sa	sunny	evening rush	37.799307894987564	6	5.428454482248869
604	Tu	sunny	morning rush	45.907802631782864	9	0.6367877485179863
605	M	snowy	morning rush	27.938979074210874	4	5.654369727940699
606	W	snowy	midday	56.973358499566594	3	3.310650224174579
607	W	rainy	overnight	45.033781598522964	5	3.004688763241215
608	Fr	snowy	overnight	52.516353178140626	6	6.176836984821895
609	Sa	sunny	midday	36.374025274637674	6	2.2837876583420362
610	W	sunny	evening rush	71.50288755948898	7	2.3988301162076953
611	Sa	snowy	overnight	25.077742874320563	5	6.268221044540802
612	Tu	sunny	evening rush	51.69049729209005	1	5.359232188245126
613	Tu	sunny	overnight	43.42750987018161	3	3.3139516707003005
614	Su	sunny	morning rush	67.7466311826565	10	0.034623383128612906
615	Su	rainy	evening rush	38.49091835103498	4	4.377595546579412
616	M	sunny	evening rush	54.62808450693313	1	2.976483145953954
617	Tu	sunny	morning rush	39.92922010856654	3	0
618	W	snowy	overnight	39.78765663418175	4	4.340088142389712
619	Th	sunny	overnight	58.93413247388419	6	4.998693046262936
620	Fr	sunny	evening rush	53.500571152836535	4	4.98600519943027
621	Tu	rainy	evening rush	57.50930477056653	8	7.428989785891269
622	M	sunny	morning rush	59.20456584133562	3	4.694881822145956
623	Fr	snowy	morning rush	46.52113085135175	5	3.6278007471266585
624	W	sunny	morning rush	44.47617937228017	7	0
625	Tu	sunny	evening rush	70.24723210821912	5	2.043711051594021
626	Fr	sunny	midday	42.24306692604493	4	7.8177573211209435
627	Su	snowy	evening rush	46.25728990555572	2	0.29982490339430834
628	M	rainy	midday	58.66001364725173	7	3.2889468957916064
629	M	snowy	midday	28.21162176907589	3	4.902879138216085
630	Tu	snowy	overnight	56.423910542594356	4	4.250547440156711
631	Su	rainy	overnight	19.948906473085877	6	4.280506371746251
632	M	snowy	evening rush	63.77651800241223	3	8.737706626431361
633	Su	rainy	overnight	32.92997404399615	5	1.6537773756804108
634	Tu	snowy	morning rush	71.16574112733372	12	1.762750306341121
635	Th	snowy	midday	62.62225851743516	9	2.6295819172409822
636	Tu	snowy	midday	58.868496919117334	10	4.104932940369177
637	Tu	snowy	overnight	45.197963049555334	4	5.848115965099353
638	Sa	sunny	midday	26.61479507783949	5	0.7166526433485122
639	Sa	snowy	overnight	71.40457355050506	6	8.85245288766182
640	M	snowy	morning rush	27.07871657570001	2	1.7650110185594379
641	Th	rainy	overnight	47.65023495440571	4	4.806059034727303
642	W	sunny	midday	52.75456864001822	8	1.2722431381547112
643	W	sunny	evening rush	72.78062735464482	11	5.164377311259782
644	Su	sunny	overnight	45.7400304776508	5	1.0533294806819713
645	W	sunny	overnight	40.35967965961676	5	7.0617785724316375
646	Su	rainy	evening rush	27.20400746657979	4	4.228663046771888
647	Sa	rainy	evening rush	30.627244654911355	4	1.6515789097911218
648	Tu	sunny	morning rush	61.14739429076645	4	2.6682670861617064
649	Tu	sunny	evening rush	51.46064474196416	8	4.056669437739275
650	Fr	snowy	evening rush	47.48898275773083	5	9.88148430658252
651	M	snowy	evening rush	37.73180176865543	1	5.552950660867225
652	Th	sunny	midday	64.79875074217739	5	3.710300006276851
653	Fr	sunny	morning rush	59.06598859498344	3	1.9705390250484087
654	Sa	sunny	evening rush	78.71513843128906	5	3.22256100109685
655	Tu	sunny	midday	24.033224630001552	6	2.993776416008978
656	M	sunny	midday	60.493170993659405	5	5.261100572818
657	Sa	sunny	evening rush	56.236165374374636	2	5.547279572753064
658	Tu	rainy	morning rush	39.407838150367766	4	1.6587892370109294
659	M	sunny	overnight	37.595183259863596	4	3.974302370075003
660	W	sunny	evening rush	48.97893844069991	2	1.5552066616074716
661	Fr	snowy	overnight	27.292811845611727	5	7.01102825529362
662	Fr	sunny	morning rush	57.68793526447472	8	5.078279399828586
663	Su	sunny	evening rush	50.81051545596332	4	0
664	Fr	snowy	morning rush	34.5610435396008	7	5.661314364615765
665	M	sunny	evening rush	41.886477050167386	3	6.12735894848553
666	M	sunny	overnight	45.749433675126944	6	3.353317497821577
667	W	snowy	evening rush	70.39199102772034	6	3.812364272925591
668	Tu	rainy	evening rush	53.904018635951694	6	3.500417034539576
669	Fr	sunny	morning rush	55.99526214298509	6	4.826539571713855
670	Tu	rainy	evening rush	34.84040339944948	5	5.585401299445647
671	W	sunny	morning rush	64.37983493119387	8	2.4517055298135464
672	W	sunny	midday	67.2311604758386	5	0.8757628538642934
673	Sa	sunny	morning rush	60.383508397480185	7	1.0032374525493584
674	W	sunny	morning rush	56.82773352096235	7	0
675	Fr	sunny	morning rush	48.49581469468009	1	4.680259425926123
676	Fr	snowy	overnight	60.86127539771876	3	3.0969357067980425
677	Sa	rainy	morning rush	45.28344138105219	5	4.613906771877128
678	Sa	sunny	midday	47.894088724830446	2	0
679	Th	sunny	morning rush	62.11907423394725	6	2.3141535188068456
680	Tu	sunny	morning rush	52.76504004826168	7	3.9845843277178457
681	Su	sunny	midday	41.81091336175798	8	0
682	Th	sunny	midday	41.79472943514361	2	0.11453640827993827
683	Fr	snowy	morning rush	53.72942630228241	4	5.448731142961766
684	Fr	snowy	overnight	71.48186023295777	1	8.587956347584734
685	W	sunny	evening rush	55.62143476349335	6	0.8223564168890989
686	W	sunny	morning rush	54.09142508154518	6	2.0100744828437107
687	Tu	sunny	evening rush	62.28462088287863	2	2.310285718588344
688	Fr	snowy	evening rush	34.808262198992914	2	6.339115367401124
689	Th	rainy	midday	45.438004377272875	7	2.8691931291329587
690	Fr	snowy	overnight	61.299543177394185	8	7.201868423304328
691	Tu	sunny	evening rush	34.362281542347986	6	8.223454379049626
692	Sa	sunny	midday	40.94537212315727	4	0.6956959595970951
693	Th	sunny	midday	42.562933763232195	10	0
694	Fr	snowy	midday	73.22417229419892	4	10.581586223252852
695	Sa	sunny	morning rush	66.70279897659702	8	2.740385387450086
696	Th	sunny	evening rush	62.12088641470841	3	1.0792809338595923
697	Sa	sunny	midday	29.900327746113806	5	3.2528511677993404
698	Th	sunny	midday	36.50470225154813	11	1.630025712373307
699	Sa	rainy	midday	65.13890412530414	3	0
700	W	sunny	midday	39.049688042389285	4	0
701	Tu	sunny	midday	49.09406446366151	5	7.4871243531948375
702	M	snowy	morning rush	64.4332148473962	3	8.586373114713531
703	Sa	sunny	midday	60.13361534493919	4	0.33172724417455024
704	Su	snowy	morning rush	38.64720466307956	4	2.330643545330701
705	Sa	snowy	midday	73.3377298014318	6	4.0460125211054585
706	M	snowy	midday	41.740039009876654	4	9.558314102590836
707	Tu	sunny	evening rush	44.98739424659706	4	4.87532542756903
708	M	snowy	morning rush	32.797090855150344	6	3.809971819414615
709	Su	sunny	midday	79.94371499283805	8	0.9429372394598823
710	Th	snowy	midday	47.68029402242658	3	1.8943712006198568
711	Sa	snowy	evening rush	37.910694770105174	4	1.8945932692076028
712	Su	rainy	evening rush	52.128518734930296	6	5.969377415374679
713	Th	snowy	morning rush	46.16040159437163	6	6.853285472118994
714	M	rainy	midday	56.14853352186393	10	0.32135666651050343
715	M	snowy	evening rush	58.15132852682192	8	5.394383284205091
716	Tu	snowy	morning rush	49.07268036708053	4	3.695172488060427
717	Sa	sunny	overnight	56.664651119607434	4	3.5050132529657105
718	Tu	sunny	midday	42.169516406315715	3	1.2809746632064725
719	Sa	sunny	evening rush	49.38533544424363	7	5.420325468780245
720	Th	snowy	morning rush	52.579994098688786	2	4.794506309711391
721	Sa	sunny	overnight	58.810487282140826	7	2.0470064153242467
722	Su	sunny	overnight	66.51555871852119	7	2.2082476011643566
723	Fr	snowy	evening rush	43.79787387985023	7	8.772201192070096
724	Th	rainy	overnight	61.406906110888485	4	7.074338083445257
725	Fr	snowy	morning rush	31.723038141447955	6	6.944285193739867
726	Tu	sunny	evening rush	79.28978128642356	2	1.2139177812053177
727	Tu	snowy	evening rush	44.559622522886094	4	3.6197725242135874
728	Sa	sunny	morning rush	54.995749670110804	3	2.097151375386173
729	M	rainy	morning rush	79.78270793803121	5	2.8819366286688894
730	Th	rainy	overnight	44.31874457151209	5	6.995110875082337
731	Fr	sunny	morning rush	63.83531877460306	7	2.7853261164714915
732	Th	rainy	morning rush	47.992856488612645	5	0.20466679528844667
733	Th	snowy	evening rush	54.61641631643518	5	6.415309659998605
734	Fr	sunny	overnight	58.16930294646372	7	4.935113955782769
735	Fr	rainy	morning rush	60.56657086256784	2	4.188460823642453
736	Sa	rainy	evening rush	52.53359138623823	7	0.7384507285927753
737	Fr	sunny	midday	41.38785775297371	7	3.7716537423117713
738	W	snowy	midday	42.043536169313185	5	0.04296137674298617
739	W	snowy	morning rush	34.911984544366874	3	2.4076953331996895
740	Tu	snowy	midday	68.17498533230021	3	2.2786092432591625
741	W	sunny	morning rush	58.25552383157031	8	0
742	Su	sunny	evening rush	31.126611279785216	9	3.967839957145444
743	M	snowy	overnight	62.531255849988945	3	6.672554292144341
744	W	snowy	midday	43.69552262673534	2	6.006005692388165
745	M	sunny	overnight	72.48303109727648	9	9.992707298526485
746	Fr	sunny	morning rush	36.085662617079564	4	3.1617918092239448
747	Sa	sunny	morning rush	44.692804107113346	6	0
748	W	sunny	midday	57.9862384923362	3	1.8402710396064896
749	W	sunny	evening rush	62.71747422701955	9	0
750	Su	snowy	morning rush	14.753631237486928	6	2.625444491157085
751	Th	sunny	midday	42.56273908977644	4	0
752	Su	snowy	morning rush	45.13586080606108	6	4.080458457527997
753	Sa	rainy	evening rush	42.31722697617353	7	5.0356578064270305
754	Su	rainy	overnight	32.4788498783082	6	3.880369812978558
755	Fr	sunny	overnight	44.713070686968166	2	4.485237308331815
756	Sa	sunny	overnight	58.52835444981492	2	2.3509373968780625
757	W	snowy	midday	36.85405595542357	8	1.3061203885229657
758	Sa	snowy	morning rush	76.8538172914323	6	4.076047919655349
759	Sa	sunny	midday	42.55934501039822	7	0
760	M	snowy	midday	65.46609135189411	2	7.3652843594045105
761	Sa	snowy	overnight	38.08154405731383	9	4.319150751435292
762	Sa	sunny	overnight	47.48856807901028	7	1.6553646541098659
763	W	snowy	midday	31.146787232596708	7	1.219730332350914
764	Th	snowy	midday	65.49131117346349	2	6.346297407170107
765	Th	sunny	midday	47.26378704697519	4	3.3452902244432834
766	Sa	sunny	morning rush	84.11291545272104	4	1.824198542788507
767	Th	sunny	morning rush	67.16994535285471	4	4.534350128659295
768	M	rainy	evening rush	34.390017568403564	7	5.5339948614471455
769	Su	snowy	midday	33.380184576220486	7	0.9943824500144565
770	Sa	sunny	morning rush	26.832763826020436	8	1.9355897622678315
771	Th	rainy	overnight	72.85455504117282	9	9.1052958670582
772	W	rainy	overnight	40.39007569647094	6	5.6226116020537615
773	Fr	snowy	midday	48.29910626688044	10	7.174821353120077
774	M	sunny	midday	58.432615284282626	6	4.088715845565858
775	M	snowy	overnight	44.11788161474381	4	7.9607770458491824
776	W	rainy	evening rush	35.29539997724304	5	3.553710351386779
777	Tu	sunny	overnight	57.40876232545215	6	3.5268720725180343
778	Sa	snowy	morning rush	48.52690130689348	5	4.954154049304521
779	Tu	rainy	morning rush	69.76011238061943	2	5.96806096141327
780	Fr	snowy	morning rush	47.67646181508716	4	6.730676162831485
781	Th	sunny	evening rush	42.1190487963476	1	1.9208410675245193
782	Fr	snowy	evening rush	48.589386911250884	3	10.727041917251624
783	Sa	rainy	overnight	52.66879363486577	1	5.87871948203899
784	Fr	sunny	midday	30.56658635750569	7	3.2123974931234356
785	W	snowy	evening rush	34.65793768921478	3	3.883387212623751
786	Tu	rainy	evening rush	56.648218539535165	4	3.1396133218696116
787	Tu	rainy	evening rush	18.40554575275418	8	0.19250982332105604
788	Tu	sunny	evening rush	28.36522135148141	7	2.978035808203983
789	Th	snowy	midday	36.183119893507104	6	1.0599261576769372
790	Th	sunny	morning rush	54.61280402263783	4	3.327197665849197
791	Th	sunny	evening rush	55.865437515142766	7	6.345841722434891
792	Su	snowy	overnight	52.5908115477567	3	7.658436539575407
793	W	sunny	evening rush	48.92404141230308	1	0.7864338018436512
794	Tu	snowy	midday	62.70859962180717	2	1.6844005116340979
795	Fr	snowy	midday	59.30249767475539	4	8.777130630057153
796	Tu	sunny	morning rush	15.260432666858073	4	1.1983476087166174
797	Sa	rainy	midday	26.712244758346777	2	3.6351501698445223
798	M	snowy	overnight	44.01723315050945	6	5.988486959607176
799	Tu	sunny	midday	28.497266240566596	3	0.9853216153176987
800	W	sunny	morning rush	41.729230930010885	5	2.6994456522581896
801	Su	sunny	overnight	42.7976342818742	3	3.5614692291775043
802	Fr	sunny	overnight	53.55975709609437	2	8.309545016133363
803	W	rainy	evening rush	49.37681524113865	0	5.267559030552695
804	Su	snowy	evening rush	34.00554660152496	1	2.6856127632679154
805	M	sunny	morning rush	37.67898304620635	3	5.675571650809902
806	W	snowy	midday	40.2807589054134	8	3.62374639544735
807	Su	snowy	midday	48.249681034123896	1	5.353350927136165
808	Sa	snowy	evening rush	58.02849975674218	5	3.8241708262783343
809	Th	sunny	evening rush	55.194075801688406	6	2.111557382521129
810	Th	sunny	midday	36.26875249892332	5	1.5472270159427741
811	W	sunny	overnight	61.11367922645186	6	2.091626606027221
812	Fr	snowy	evening rush	45.4994075123981	4	8.472698205924106
813	Sa	sunny	evening rush	34.49597183626982	9	0.6630760083590841
814	Sa	snowy	morning rush	52.84907752544429	2	6.604361343409636
815	Tu	rainy	overnight	68.6338342585158	9	2.658446289788228
816	Th	rainy	overnight	32.76472298315083	3	3.6862679171918202
817	Fr	sunny	evening rush	55.38550463684114	7	5.117855867417319
818	Su	sunny	overnight	55.7666850293533	6	0.776903432948588
819	Sa	snowy	overnight	32.578087680767766	6	7.424848347593307
820	Su	sunny	evening rush	46.1874764754424	3	1.003156605041628
821	Sa	sunny	midday	37.65431465226996	9	1.9720485040694602
822	W	sunny	midday	40.78224451366756	4	3.0591775642306134
823	W	snowy	overnight	46.497849428975115	9	5.814050012591621
824	M	snowy	morning rush	36.456300672176525	10	7.083248694802164
825	Sa	snowy	midday	62.19879630221979	1	4.580868509676178
826	W	snowy	morning rush	72.20570211141946	2	4.730580376784087
827	Tu	snowy	morning rush	62.99473422051149	10	7.005733566104633
828	Su	snowy	morning rush	38.721621141433204	5	1.107192201205302
829	Tu	sunny	morning rush	67.99687967165619	5	2.6180661040549147
830	Fr	rainy	evening rush	30.569029144524894	6	10.317237595821933
831	Sa	sunny	midday	23.472231011151557	5	0
832	W	sunny	overnight	51.17455812684932	4	3.552142034594384
833	Sa	snowy	midday	48.69617303404469	8	3.541558742876747
834	Su	rainy	morning rush	49.75934683980707	6	0
835	Sa	sunny	morning rush	88.91697583393065	7	2.4963459467753695
836	Fr	snowy	evening rush	38.01270468677717	7	9.126483780557152
837	Tu	sunny	midday	29.755751597862115	8	1.7514527824506356
838	Fr	snowy	overnight	51.85489479943867	4	10.725904009132282
839	Tu	sunny	midday	40.79864598797687	5	3.1585199848398813
840	Sa	rainy	midday	49.939538736029924	3	2.173532581758857
841	W	sunny	morning rush	57.98934209575713	4	1.7149741593528365
842	Su	sunny	evening rush	53.26707159711454	3	0.0850085307739441
843	Th	snowy	evening rush	60.211113200433815	6	0
844	Fr	snowy	morning rush	48.57522386945023	6	10.595106416673682
845	M	sunny	evening rush	37.94750802567731	6	4.768455655157839
846	Su	sunny	morning rush	68.7001558130631	2	0
847	Fr	sunny	midday	43.789402137914436	4	4.716337865494945
848	Fr	snowy	midday	50.3068906263394	4	8.309044186159175
849	M	snowy	morning rush	32.51109025026231	5	5.823648626776103
850	M	sunny	overnight	56.940441600281055	4	2.011155273348695
851	M	sunny	morning rush	42.3913482889028	5	2.9193731307613913
852	Fr	sunny	overnight	61.92983277942996	0	6.578180071656725
853	W	rainy	overnight	45.11727311060194	7	5.51177499919994
854	Su	sunny	evening rush	50.69884652036451	3	4.260829104883234
855	M	snowy	morning rush	52.4992913210413	7	4.366989796109955
856	W	snowy	evening rush	55.309296303359574	4	4.069133446860545
857	Th	rainy	morning rush	26.857754577055026	7	0.27826212515231274
858	W	sunny	midday	29.332610581196207	8	0
859	Fr	rainy	midday	42.26132160324233	4	5.745259707569188
860	Su	sunny	morning rush	50.329812512584176	2	3.0017584028683686
861	Sa	rainy	overnight	47.23963279266523	6	5.205364466225747
862	Tu	sunny	morning rush	85.40020585632718	6	1.9706762819903996
863	Sa	rainy	morning rush	64.90515339644952	3	1.6078842185094895
864	M	sunny	overnight	36.04360990731299	4	6.970927481482311
865	Su	snowy	midday	43.566167408751014	7	3.3225423952004127
866	Su	rainy	overnight	72.44579836884715	7	2.978480426510416
867	Fr	rainy	overnight	43.84680761331242	3	5.506640021954967
868	Su	sunny	midday	65.48386955645262	6	0
869	W	snowy	midday	38.11160043196405	3	4.169749968207612
870	Su	sunny	overnight	49.40566778488427	2	3.3875993775912936
871	Fr	snowy	midday	67.02089787832327	6	5.565974413629458
872	Su	rainy	midday	59.997525489437436	3	0.3300926631558201
873	Th	sunny	evening rush	35.5882503650001	4	3.0122977664335813
874	Fr	sunny	morning rush	61.0877886074258	4	4.605436223048461
875	Su	sunny	midday	52.45010055459733	4	0.2992149745831745
876	Fr	snowy	morning rush	66.90622610307551	5	5.961968776737227
877	Su	sunny	evening rush	54.298709453903456	11	2.2542038399576376
878	Sa	sunny	midday	46.536649612167494	5	0.8150345825977862
879	W	snowy	morning rush	63.84441568668716	6	3.123178204449264
880	Fr	sunny	midday	38.231026490546384	13	3.2756844103844003
881	W	sunny	evening rush	68.93272850675648	10	4.588366444251769
882	Fr	snowy	evening rush	64.82833861744736	3	6.630863005408495
883	W	snowy	morning rush	48.07658415574284	4	4.946867131548064
884	M	sunny	evening rush	60.66990864094528	6	9.834665394900572
885	Tu	snowy	evening rush	89.01197103684618	6	8.586240501048241
886	M	sunny	morning rush	71.53962718867895	5	4.952305833851964
887	Sa	sunny	evening rush	62.04465756014589	5	2.6748455394909514
888	W	sunny	overnight	56.35141626752253	8	2.8579531678856913
889	Sa	snowy	midday	55.9404025168103	6	5.088074715333876
890	Th	sunny	evening rush	42.009266845094835	3	3.537566161274124
